smiles,HOMO (eV),Bandgap (eV),Mw (kg/mol),PCE_ave
*c1oc(-c2sc(-c3ccc(-c4cc(CCCCCCCCCCCC)c(*)s4)s3)cc2CCCCCCCCCCCC)c2c1C(=O)N(CCCCCCCC)C2=O,0.94,0.75,-0.14,3.26
*c1sc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4sc(*)c5c4C(=O)N(C(CCCCCCCC)CCCCCCCC)C5=O)s3)[se]2)cc1CCCCCCCCCCCC,0.71,0.31,-0.14,4.28
*c1sc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4[se]c(*)c5c4C(=O)N(C(CCCCCCCC)CCCCCCCC)C5=O)s3)[se]2)cc1CCCCCCCCCCCC,0.67,0.22,-0.04,4.41
*c1cc2c(s1)-c1sc(-c3[se]c(*)c4c3C(=O)N(CCCCCCCC)C4=O)cc1[Si]2(CC(CC)CCCC)CC(CC)CCCC,0.98,-0.17,-0.32,7.03
*c1ccc(-c2cc3c4cc(*)sc4c4nc5c(nc4c3s2)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C5=O)s1,1.8,0.6,-0.38,5.48
*c1ccc(-c2ccc(-c3cc4c5cc(*)sc5c5nc6c(nc5c4s3)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)s2)s1,0.94,-0.08,-0.37,5.58
*c1cc2c(OCC(CC)CCCC)c3sc(-c4cc5c(=O)n(CC(CCCC)CCCCCC)c6cc(*)sc6c5s4)cc3c(OCC(CC)CCCC)c2s1,-0.29,1.38,0,3.28
*c1cc2c(CCC(CC)CCCC)c3sc(-c4cc5c(=O)n(CC(CCCC)CCCCCC)c6cc(*)sc6c5s4)cc3c(CCC(CC)CCCC)c2s1,0.62,1.24,-0.11,4.08
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4cc5c(=O)n(CC(CCCC)CCCCCC)c6cc(*)sc6c5s4)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,0.12,0.9,-0.25,5.33
*c1cc(CCCCCC)c(-c2sc(-c3cc4c(=O)n(CC(CCCC)CCCCCC)c5cc(*)sc5c4s3)cc2CCCCCC)s1,1.17,1.53,-0.32,0.95
*c1cc2c(s1)-c1sc(-c3cc4c(=O)n(CC(CCCC)CCCCCC)c5cc(*)sc5c4s3)cc1[Si]2(CCCCCCCC)CCCCCCCC,0.26,0.51,-0.43,2.57
*c1cc(OCCCCCCCC)c(-c2nc3sc(-c4sc(-c5cc6c(s5)-c5sc(*)cc5[Si]6(CCCCCCCC)CCCCCCCC)cc4OCCCCCCCC)nc3s2)s1,-1.51,0.07,-0.3,2.1
*c1cc(CCCCCCCC)c(-c2nc3sc(-c4sc(-c5cc6c(s5)-c5sc(*)cc5[Si]6(CCCCCCCC)CCCCCCCC)cc4CCCCCCCC)nc3s2)s1,-1.06,0.36,-0.39,4.1
*c1cc(CC(CC)CCCC)c(-c2nc3sc(-c4sc(-c5cc6c(s5)-c5sc(*)cc5[Si]6(C[C@H](CC)CCCC)C[C@H](CC)CCCC)cc4C[C@H](CC)CCCC)nc3s2)s1,-1.06,0.51,0.31,5
*c1cc2c(OC[C@@H](CC)CCCC)c3sc(-c4cc5c(s4)c4sc(-c6cc7c(=O)n(C[C@H](CCCCCCCC)CCCCCCCCCC)c8cc(*)sc8c7s6)cc4c(=O)n5C[C@@H](CCCCCCCC)CCCCCCCCCC)cc3c(OC[C@H](CC)CCCC)c2s1,0.89,1.29,0.48,5.05
*c1cc2c(s1)c1sc(-c3cc4c(=O)n(C[C@@H](CCCCCCCC)CCCCCCCCCC)c5c(-c6ccc(*)[se]6)csc5c4s3)cc1c(=O)n2C[C@H](CCCCCCCC)CCCCCCCCCC,0.8,0.41,0.65,6.76
*c1cc2c(OC[C@H](CC)CCCC)c3sc(-c4cc5c(=O)n(C[C@H](CCCCCCCC)CCCCCCCCCC)c6cc(*)sc6c5s4)cc3c(OC[C@H](CC)CCCC)c2s1,0.21,1.48,1.44,6.84
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4cc5c(=O)n(C[C@H](CCCCCCCC)CCCCCCCCCC)c6cc(*)sc6c5s4)cc3c(-c3ccc(C[C@H](CC)CCCC)s3)c2s1,0.48,1.29,0.71,6.84
*c1ccc(-c2csc3c4sc(-c5cc6c(=O)n(C[C@H](CCCCCCCC)CCCCCCCCCC)c7cc(*)sc7c6s5)cc4c(=O)n(C[C@@H](CCCCCCCC)CCCCCCCCCC)c23)s1,0.85,0.7,1.25,8.98
*c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1cc(-c3sc(*)c4sc(CCCCCCCC)nc34)ccc1-2,1.12,2.21,0.03,2.64
*c1ccc2c3ccc(-c4sc(*)c5sc(CCCCCCCC)nc45)cc3n(C(CCCCCC)CCCCCC)c2c1,0.57,1.92,0.16,0.71
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5sc(CCCCCCCC)nc45)cc3c(OCC(CC)CCCC)c2s1,-0.42,0.07,-0.56,1.41
*c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1cc3c(cc1-2)C(CCCCCC)(CCCCCC)c1cc(-c2ccc(-c4ccc(-c5ccc(*)s5)c5nsnc45)s2)ccc1-3,0.71,1.24,-0.19,0.97
*c1ccc2c(c1)C(CCCCCCCCCC)(CCCCCCCCCC)c1cc3c(cc1-2)C(CCCCCCCCCC)(CCCCCCCCCC)c1cc(-c2ccc(-c4ccc(-c5ccc(*)s5)c5nsnc45)s2)ccc1-3,0.53,1.38,-0.5,2.44
*c1ccc2c(c1)C(CCCCCCCCCC)(CCCCCCCCCC)c1cc3c(cc1-2)C(CCCCCCCCCC)(CCCCCCCCCC)c1cc(-c2ccc(-c4ccc(-c5ccc(*)s5)c5c4=NC(c4ccccc4)C(c4ccccc4)N=5)s2)ccc1-3,0.62,1.24,-0.32,3.04
*c1ccc(-c2ccc3c(c2)C(CCCCCC)(CCCCCC)c2cc4c(cc2-3)C(CCCCCC)(CCCCCC)c2cc3c(cc2-4)C(CCCCCC)(CCCCCC)c2cc(-c4ccc(-c5ccc(-c6ccc(*)s6)c6nsnc56)s4)ccc2-3)cc1,0.53,1.19,-0.47,4.5
*c1ccc(-c2ccc3c(c2)C(CC(CC)CCCC)(CC(CC)CCCC)c2cc(-c4ccc(*)c5nsnc45)sc2-3)s1,0.67,0.51,-0.46,5.92
*c1ccc(-c2ccc3c(c2)C(CC(CC)CCCC)(CC(CC)CCCC)c2cc(-c4c(F)cc(*)c5nsnc45)sc2-3)s1,0.76,0.41,-0.33,9.14
*c1ccc2c3ccc(-c4ccc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6ccc(*)s6)c6nsnc56)s4)cc3n(CCCCCCCC)c2c1,-0.56,1.14,-0.28,5.4
*c1ccc2c3ccc(-c4ccc(-c5sc(-c6ccc(*)s6)c6c5C(=O)N(CCCCCCCC)C6=O)s4)cc3n(C(CCCCCCCC)CCCCCCCC)c2c1,1.71,1.63,-0.47,1.82
*c1ccc2c3ccc(-c4sc(-c5sc(-c6cc(CCCCCCCC)c(*)s6)c6c5C(=O)N(CCCCCCCC)C6=O)cc4CCCCCCCC)cc3n(C(CCCCCCCC)CCCCCCCC)c2c1,0.62,2.41,-0.47,0.14
*c1ccc2c3ccc(-c4ccc(-c5sc(-c6ccc(*)s6)c6c5C(=O)N(CC(CCCCCC)CCCCCCCC)C6=O)s4)cc3n(C(CCCCCCCC)CCCCCCCC)c2c1,0.76,1.68,-0.57,0.13
*c1ccc2c3ccc(-c4ccc(-c5sc(-c6ccc(*)s6)c6c5C(=O)N(CC(CCCCCC)CCCCCCCC)C6=O)s4)cc3n(C(CCCCCCCC)CCCCCCCC)c2c1,1.76,1.53,-0.39,1.14
*c1ccc2c3ccc(-c4cc5sc(-c6sc(-c7cc8sc(*)cc8s7)c7c6C(=O)N(CC(CCCCCC)CCCCCCCC)C7=O)cc5s4)cc3n(C(CCCCCCCC)CCCCCCCC)c2c1,1.53,1.48,-0.35,1.25
*c1ccc2c3ccc(-c4ccc(-c5ccc(-c6sc(-c7ccc(-c8ccc(*)s8)s7)c7c6C(=O)N(CC(CCCCCC)CCCCCCCC)C7=O)s5)s4)cc3n(C(CCCCCCCC)CCCCCCCC)c2c1,1.07,0.95,-0.18,3.42
*c1cc2c3cc(CCCCCC)sc3c3cc4c5cc6c(cc5n(CCCCCC)c4cc3c2s1)c1scc(-c2ccc(*)c3nc(-c4cccc(OCC(CC)CCCC)c4)c(-c4cccc(OCC(CC)CCCC)c4)nc23)c1c1cc(CCCCCC)sc61,-0.11,0.85,-0.58,2.63
*c1cc2c3cc(CCCCCC)sc3c3cc4c5cc6c(cc5n(CCCCCC)c4cc3c2s1)c1scc(-c2c(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c(*)c3nsnc23)c1c1cc(CCCCCC)sc61,0.08,1.09,-0.44,4.5
*c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1cc3c4cc5c(cc4n(CC(CC)CCCC)c3cc1-2)-c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)c4nsnc34)s2)cc1C5(CCCCCC)CCCCCC,0.35,0.9,-0.53,2.45
*c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1cc3c4cc5c(cc4n(CC)c3cc1-2)-c1ccc(-c2ccc(-c3c(OCCCC)c(OCCCC)c(-c4ccc(*)s4)c4nsnc34)s2)cc1C5(CCCCCC)CCCCCC,0.44,1.43,-0.32,7.26
*c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1cc3c4cc5c(cc4n(CC(CC)CCCC)c3cc1-2)-c1ccc(-c2ccc(-c3c(OCCCC)c(OCCCC)c(-c4ccc(*)s4)c4nsnc34)s2)cc1C5(CCCCCC)CCCCCC,0.48,1.24,-0.48,6.68
*c1ccc(-c2c(OCCCCCCCC)c(OCCCCCCCC)c(-c3ccc(-c4cc5c(cc4F)c4cc(F)c(*)cc4n5CC(CCCCCC)CCCCCCCC)s3)c3nsnc23)s1,-0.06,1.19,0.06,7.39
*c1ccc(-c2c3cc(OCCCCCCCC)c(OCCCCCCCC)cc3c(-c3ccc(-c4ccc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6ccc(*)s6)c6nsnc56)s4)cc3)c3cc(OCCCCCCCC)c(OCCCCCCCC)cc23)cc1,0.3,1.97,0.68,2.23
*c1ccc(-c2c3cc(OCCCCCCCC)c(OCCCCCCCC)cc3c(-c3ccc(-c4ccc(-c5ccc(-c6ccc(*)s6)c6nc(-c7cccc(OCCCCCCCC)c7)c(-c7cccc(OCCCCCCCC)c7)nc56)s4)cc3)c3cc(OCCCCCCCC)c(OCCCCCCCC)cc23)cc1,-0.15,1.92,0.45,1.42
*c1ccc2c3cc(-c4ccc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6ccc(*)s6)c6nsnc56)s4)ccc3c3c(C(=O)OCC(CC)CCCC)sc(C(=O)OCC(CC)CCCC)c3c2c1,0.3,0.65,-0.55,3.5
*c1ccc2c3ccc(-c4ccc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6ccc(*)s6)c6nsnc56)s4)cc3c3c(C(=O)OCC(CC)CCCC)sc(C(=O)OCC(CC)CCCC)c3c2c1,1.66,0.65,-0.55,0.9
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(OCCCCCCCCCCCC)c6sc(*)cc6c(OCCCCCCCCCCCC)c5s4)s3)c3c2C(=O)N(CC(CC)CCCC)C3=O)s1,0.12,1.87,-0.44,1.46
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3c2C(=O)N(CC(CC)CCCC)C3=O)s1,1.07,1.73,-0.33,3.65
*c1ccc2c(c1)[Si](CC(CC)CCCC)(CC(CC)CCCC)c1cc(-c3cc(C[C@H](CC)CCCC)c(-c4nc5sc(-c6sc(*)cc6CC(CC)CCCC)nc5s4)s3)ccc1-2,0.39,2.46,-0.29,2.03
*/C=C/c1cc(C[C@H](CC)CCCC)c(-c2nc3sc(-c4sc(*)cc4CC(CC)CCCC)nc3s2)s1,0.3,0.41,-0.62,1.03
*c1ccc2c3ccc(-c4cc(C[C@H](CC)CCCC)c(-c5nc6sc(-c7sc(*)cc7CC(CC)CCCC)nc6s5)s4)cc3n(C(CC(CC)CCCC)CC(CC)CCCC)c2c1,-0.06,0.6,-0.61,0.86
*c1cc(CCCCCCCC)c(-c2nc3sc(-c4sc(-c5sc(-c6cc(CCCCCCCC)c(*)s6)cc5CCCCCCCC)cc4CCCCCCCC)nc3s2)s1,-0.79,0.51,1.4,0.99
*c1cc(CC(CC)CCCC)c(-c2nc3sc(-c4sc(-c5cc6c(s5)-c5sc(*)cc5C6(CC(CC)CCCC)C[C@H](CC)CCCC)cc4C[C@@H](CC)CCCC)nc3s2)s1,-1.47,0.65,-0.56,2.4
*c1cc(OCCCCCCCC)c(-c2nc3sc(-c4sc(-c5sc(-c6cc(CCCCCCCC)c(*)s6)cc5CCCCCCCC)cc4OCCCCCCCC)nc3s2)s1,-1.92,0.41,0.44,0.91
*c1cc(CC(CC)CCCC)c(-c2nc3sc(-c4sc(-c5cc6c(s5)c5sc(*)cc5n6CC(CCCCCC)CCCCCCCC)cc4C[C@H](CC)CCCC)nc3s2)s1,-1.92,0.07,-0.55,0.8
*c1cc(CC(CC)CCCC)c(-c2nc3sc(-c4sc(-c5cc6c(OC[C@H](CCCC)CCCCCC)c7sc(*)cc7c(OCC(CCCC)CCCCCC)c6s5)cc4C[C@H](CC)CCCC)nc3s2)s1,1.44,1.24,-0.33,5.6
*c1ccc(-c2cc3c(=O)n(CC(CCCC)CCCCCC)c4cc(-c5ccc(-c6cc7c(OC[C@H](CCCC)CCCCCC)c8sc(*)cc8c(OCC(CCCC)CCCCCC)c7s6)s5)cc5c(=O)n(C[C@@H](CCCC)CCCCCC)c(c2)c3c54)s1,0.35,2.02,-0.1,4.54
*c1ccc(-c2cc3nc(OCC(CCCC)CCCCCC)c4cc(-c5ccc(-c6cc7c(OC[C@H](CCCC)CCCCCC)c8sc(*)cc8c(OCC(CCCC)CCCCCC)c7s6)s5)cc5c4c3c(c2)c(=O)n5CC(CCCC)CCCCCC)s1,0.03,2.31,-0.27,0.46
*c1ccc(-c2cc3nc(OCC(CCCC)CCCCCC)c4cc(-c5ccc(-c6cc7c(OC[C@H](CCCC)CCCCCC)c8sc(*)cc8c(OCC(CCCC)CCCCCC)c7s6)s5)cc5nc(OCC(CCCC)CCCCCC)c(c2)c3c54)s1,-0.15,2.41,-0.32,2.15
*c1cc2c(OC[C@@H](CC)CCCC)c3sc(-c4sc(*)c5c4C(=O)N(CCCCCCCC)C5=O)cc3c(OCC(CC)CCCC)c2s1,1.03,0.41,-0.3,7.1
*c1cc2c(OC[C@@H](CC)CCCC)c3cc4sc(-c5sc(*)c6c5C(=O)N(C(CCCCCCCC)CCCCCCCC)C6=O)cc4c(OC[C@@H](CC)CCCC)c3cc2s1,-0.15,0.41,0,4
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5c4C(=O)N(C(CCCCCCCC)CCCCCCCC)C5=O)cc3c(OC[C@@H](CC)CCCC)c2s1,0.62,0.8,0.57,3.4
*c1cc2c(OC[C@@H](CC)CCCC)c3sc(-c4sc(*)c5c4C(=O)N(CCCCCCCC)C5=O)cc3c(OCC(CC)CCCC)c2s1,0.44,0.51,-0.1,4.2
*c1cc2c(-c3ccc(C[C@H](CC)CCCC)s3)c3sc(-c4sc(-c5sc(-c6sc(*)c7c6C(=O)N(CCCCCCCC)C7=O)c(CCCCCC)c5CCCCCC)c5c4C(=O)N(CCCCCCCC)C5=O)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,1.3,1.58,-0.39,7.59
*c1ccc(-c2sc(-c3ccc(-c4cc5c6ccc7nc(OCC(CCCCCCCCCC)CCCCCCCCCCCC)c8c9sc(*)cc9c9ccc%10nc(OCC(CCCCCCCCCC)CCCCCCCCCCCC)c(c5s4)c4c%10c9c8c7c64)s3)c3c2C(=O)N(CC(CC)CCCC)C3=O)s1,0.08,0.9,0.17,4.8
*c1cc2c(-c3ccc(CC(CC)CCCC)o3)c3sc(-c4sc(*)c5c4C(=O)N(CCCCCCCC)C5=O)cc3c(-c3ccc(C[C@@H](CC)CCCC)o3)c2s1,-2.19,0.31,-0.4,2.7
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(*)c5c4C(=O)N(CCCCCCCC)C5=O)cc3c(-c3ccc(C[C@@H](CC)CCCC)s3)c2s1,-1.47,0.8,-0.28,6.1
*c1cc2c(-c3ccc(CC(CC)CCCC)[se]3)c3sc(-c4sc(*)c5c4C(=O)N(CCCCCCCC)C5=O)cc3c(-c3ccc(C[C@@H](CC)CCCC)[se]3)c2s1,-1.6,0.65,-0.36,4.3
*c1ccc(-c2cc3c(cc(-c4ccc(-c5cc6c(-c7ccc(CC(CCCC)CCCCCC)s7)c7sc(*)cc7c(-c7ccc(CC(CCCC)CCCCCC)s7)c6s5)s4)c4nn(CCCCCCCC)nc43)c3nn(CCCCCCCC)nc23)s1,-0.56,0.9,0.23,3.35
*c1ccc(-c2cc3c(cc(-c4ccc(-c5cc6c(-c7cc(CCCCCCCCCC)c(CCCCCCCCCC)s7)c7sc(*)cc7c(-c7cc(CCCCCCCCCC)c(CCCCCCCCCC)s7)c6s5)s4)c4nn(CCCCCCCC)nc43)c3nn(CCCCCCCC)nc23)s1,-0.47,1.04,0.19,7.11
*c1ccc(-c2cc3c(cc(-c4ccc(-c5cc6c(-c7sc(CCCCCCCCCC)cc7CCCCCCCCCC)c7sc(*)cc7c(-c7sc(CCCCCCCCCC)cc7CCCCCCCCCC)c6s5)s4)c4nn(CCCCCCCC)nc43)c3nn(CCCCCCCC)nc23)s1,-0.56,0.9,0.08,1.5
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(SC[C@@H](CCCC)CCCCCC)c6sc(*)cc6c(SCC(CCCC)CCCCCC)c5s4)o3)c3nn(CC(CCCC)CCCCCC)nc23)o1,0.21,0.56,0.12,6.25
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(SC[C@@H](CCCC)CCCCCC)c6sc(*)cc6c(SCC(CCCC)CCCCCC)c5s4)s3)c3nn(CC(CCCC)CCCCCC)nc23)s1,-0.06,0.46,-0.11,7.74
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(CCC(CCCC)CCCCCC)c6sc(*)cc6c(CCC(CCCC)CCCCCC)c5s4)s3)c3nn(CC(CCCC)CCCCCC)nc23)s1,0.53,1.38,0.42,5.75
*c1ccc(-c2nnc(-c3ccc(-c4cc5c(CCC(CCCC)CCCCCC)c6sc(*)cc6c(CCC(CCCC)CCCCCC)c5s4)s3)c3nn(CC(CCCC)CCCCCC)nc23)s1,1.48,1.04,-0.08,4.75
*c1ccc(-c2c(C#N)nc(-c3ccc(-c4cc5c(CCC(CCCC)CCCCCC)c6sc(*)cc6c(CCC(CCCC)CCCCCC)c5s4)s3)c3nn(CC(CCCC)CCCCCC)nc23)s1,1.53,0.6,0.8,7.52
*c1ccc(-c2c(C#N)c(C#N)c(-c3ccc(-c4cc5c(CCC(CCCC)CCCCCC)c6sc(*)cc6c(CCC(CCCC)CCCCCC)c5s4)s3)c3nn(CC(CCCC)CCCCCC)nc23)s1,1.8,0.26,0.6,5.53
*c1ccc(-c2c(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c6sc(*)cc6c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c5s4)s3)c3nsnc23)s1,0.76,0.46,0.96,8.24
*c1ccc(-c2c(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c6sc(*)cc6c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c5s4)s3)c3nonc23)s1,1.3,0.51,1.19,5.67
*c1ccc(-c2c3c(c(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(*)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)c4nn(CCCCCCCC)nc24)C(=O)N(CCCCCCCC)C3=O)s1,0.03,0.46,-0.24,8.63
*c1ccc(-c2c3cc(C(=O)OCC(CCCC)CCCCCC)sc3c(-c3ccc(-c4cc5c(OCC(CC)CCCC)c6sc(*)cc6c(OCC(CC)CCCC)c5s4)s3)c3cc(C(=O)OCC(CCCC)CCCCCC)sc23)s1,1.03,1.73,0.01,3.15
*c1ccc(-c2c3cc(C(=O)OCC(CCCC)CCCCCC)sc3c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3cc(C(=O)OCC(CCCC)CCCCCC)sc23)s1,1.53,1.82,-0.22,7.33
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6cc(CC(CC)CCCC)c(F)s6)c6sc(*)cc6c(-c6cc(CC(CC)CCCC)c(F)s6)c5s4)s3)c3c2C(=O)c2c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c2C3=O)s1,0.53,0.41,-0.37,9.2
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(-c6ccc(CC(CCCCCC)CCCCCCCC)s6)c6sc(*)cc6c(-c6ccc(CC(CCCCCC)CCCCCCCC)s6)c5s4)s3)c3nn(CCCCCCCC)nc23)s1,-0.92,0.8,-0.06,2.43
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CCCCCC)CCCCCCCC)s6)c6sc(*)cc6c(-c6ccc(CC(CCCCCC)CCCCCCCC)s6)c5s4)s3)c3nn(CCCCCCCC)nc23)s1,-0.33,0.95,-0.34,6
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(SC[C@@H](CC)CCCC)o6)c6sc(*)cc6c(-c6ccc(SCC(CC)CCCC)o6)c5s4)s3)c3c2C(=O)c2c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c2C3=O)s1,-0.11,0.12,-0.27,4
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(SC[C@@H](CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(SCC(CC)CCCC)s6)c5s4)s3)c3c2C(=O)c2c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c2C3=O)s1,0.85,0.46,-0.17,7.3
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(SC[C@@H](CC)CCCC)[se]6)c6sc(*)cc6c(-c6ccc(SCC(CC)CCCC)[se]6)c5s4)s3)c3c2C(=O)c2c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c2C3=O)s1,0.89,0.41,-0.05,8.4
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(SC[C@@H](CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(SCC(CC)CCCC)s6)c5s4)s3)c3c2C(=O)c2c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c2C3=O)s1,0.85,0.41,-0.09,7.4
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6cc(OC)c(SC[C@@H](CC)CCCC)s6)c6sc(*)cc6c(-c6cc(OC)c(SCC(CC)CCCC)s6)c5s4)s3)c3c2C(=O)c2c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c2C3=O)s1,1.44,0.46,-0.17,9.2
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(CCCCCCCC)s6)c6sc(*)cc6c(-c6ccc(CCCCCCCC)s6)c5s4)s3)c3c2C(=O)c2c(C[C@H](CC)CCCC)oc(C[C@H](CC)CCCC)c2C3=O)s1,0.8,0.51,-0.49,5.2
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(CCCCCCCC)s6)c6sc(*)cc6c(-c6ccc(CCCCCCCC)s6)c5s4)s3)c3c2C(=O)c2c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c2C3=O)s1,0.89,0.46,-0.4,9
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(CCCCCCCC)s6)c6sc(*)cc6c(-c6ccc(CCCCCCCC)s6)c5s4)s3)c3c2C(=O)c2c(C[C@H](CC)CCCC)[se]c(C[C@H](CC)CCCC)c2C3=O)s1,0.57,0.41,-0.45,8.3
*c1ccc(-c2sc(-c3ccc(-c4cc5sc6c(-c7ccc(CCCCCCCC)s7)c7c(sc8cc(*)sc87)c(-c7ccc(CCCCCCCC)s7)c6c5s4)s3)c3c2C(=O)c2c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c2C3=O)s1,0.3,0.65,1.81,9.74
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(SCC(C)C)s6)c6sc(*)cc6c(-c6ccc(SCC(C)C)s6)c5s4)s3)c3c2C(=O)c2c(C[C@@H](CCCCCC)CCCCCCCC)sc(C[C@@H](CCCCCC)CCCCCCCC)c2C3=O)s1,0.71,0.7,-0.47,8.7
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(SC[C@@H](CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(SCC(CC)CCCC)s6)c5s4)s3)c3c2C(=O)c2c(C[C@H](CCCC)CCCCCC)sc(C[C@H](CCCC)CCCCCC)c2C3=O)s1,0.44,0.6,-0.46,10.3
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(SC[C@@H](CCCC)CCCCCC)s6)c6sc(*)cc6c(-c6ccc(SCC(CCCC)CCCCCC)s6)c5s4)s3)c3c2C(=O)c2c(C[C@@H](CC)CCCC)sc(C[C@@H](CC)CCCC)c2C3=O)s1,0.3,0.46,-0.39,8.1
*c1ccc2c(c1)S(=O)(=O)c1cc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(*)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)ccc1-2,0.3,2.7,0.31,2.31
*c1cc(CCCCCC)c(-c2ccc3c(c2)S(=O)(=O)c2cc(-c4sc(-c5cc6c(s5)-c5cc7c(cc5C6(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)-c5sc(*)cc5C7(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)cc4CCCCCC)ccc2-3)s1,-0.02,2.36,-0.12,3.81
*c1cc2c(OCC(CC)CCCC)c3sc(-c4cc5c(s4)c4cc6c(=O)n(CC(CCCCCC)CCCCCCCC)c7cc(*)sc7c6cc4c(=O)n5CC(CCCCCC)CCCCCCCC)cc3c(OCC(CC)CCCC)c2s1,0.53,1.53,0.25,5.3
*c1cc2c(s1)-c1sc(-c3cc4c(s3)c3cc5c(=O)n(CC(CCCCCC)CCCCCCCC)c6cc(*)sc6c5cc3c(=O)n4CC(CCCCCC)CCCCCCCC)cc1[Si]2(CC(CC)CCCC)CC(CC)CCCC,-0.02,0.65,-0.49,3.64
*c1cc2c(s1)-c1sc(-c3cc4c(s3)c3cc5c(=O)n(CC(CC)CCCC)c6cc(*)sc6c5cc3c(=O)n4CC(CC)CCCC)cc1[Si]2(CC(CC)CCCC)CC(CC)CCCC,0.03,0.7,-0.5,3.48
